"id","productId","userId","userName","rating","title","content","pros","cons","verified","createdAt"
"rv-gen-24","gpu-rx7600","user-rv-gen-24","Kim Long","5","AMD budget gaming","RX 7600 FHD gaming: Valorant 200fps, CS2 150fps, Cyberpunk 50fps Medium.","[""Budget friendly"",""FHD OK""]","[""No DLSS 3"",""RT weak""]","true","2024-10-22"
"rv-gen-25","gpu-rx7800xt","user-rv-gen-25","Mạnh Hùng","5","16GB VRAM future","RX 7800 XT 16GB: 1440p native gaming strong. Future-proof VRAM. Giá hợp lý.","[""16GB future-proof"",""1440p native""]","[""No DLSS 3"",""AMD driver""]","true","2024-10-15"
"rv-gen-26","gpu-rx7900xtx","user-rv-gen-26","Nguyên Khang","5","AMD flagship beast","24GB VRAM, 4K rasterization near 4080. Rẻ hơn 5 triệu = value cho non-RT gamers.","[""24GB massive"",""4K raster strong""]","[""RT weak"",""Power hungry""]","true","2024-06-22"
"rv-gen-27","gpu-rtx4060ti","user-rv-gen-27","Phi Long","5","1440p DLSS sweet spot","4060 Ti + DLSS 3: 1440p High 80fps most games. Good upgrade from GTX 1660.","[""DLSS 3 boost"",""1440p OK""]","[""8GB VRAM concern"",""Close to 4070 price""]","true","2024-02-03"
"rv-gen-28","mb-b660-ds3h","user-rv-gen-28","Quốc Anh","5","Cheapest Intel board","B660 DS3H 2 triệu: chạy i5-12400F perfect. Basic nhưng reliable. 1 M.2 đủ.","[""Cheapest"",""Reliable""]","[""1 M.2"",""No WiFi""]","true","2024-10-22"
"rv-gen-29","mb-z790-tomahawk","user-rv-gen-29","Thịnh Phát","5","Z790 for OC","Z790 Tomahawk: i5-14600K OC 5.5GHz all-core. VRM phase mạnh. WiFi 6E.","[""OC capable"",""VRM strong""]","[""Expensive for non-K CPU""]","true","2024-05-20"
"rv-gen-30","ram-ddr5-6000-corsair","user-rv-gen-30","Việt Anh","5","AM5 perfect pair","DDR5-6000 CL30 EXPO on R7 7700X: FPS tăng 8-12% vs JEDEC 4800. Must enable!","[""EXPO easy"",""AM5 sweet spot""]","[""DDR5 still pricey""]","true","2024-07-10"
"rv-gen-31","ram-ddr4-3200-corsair","user-rv-gen-31","An Khang","5","DDR4 budget OK","Corsair LPX DDR4-3200 CL16: basic nhưng chạy tốt trên B660/B550. Low-profile fit any cooler.","[""Low-profile"",""Budget"",""XMP stable""]","[""Speed baseline only""]","true","2024-04-02"
"rv-gen-32","cool-pa120se","user-rv-gen-32","Bảo Ngọc","5","500k AIO alternative","Thermalright PA120 SE 500k: hiệu năng ngang AIO 240mm. 2 fan, 6 heatpipe. Insane value.","[""AIO-level at 500k"",""2 fans"",""6 heatpipes""]","[""Big, check RAM clearance""]","true","2024-03-25"
"rv-gen-33","cool-nh-d15","user-rv-gen-33","Cẩm Tú","5","Huyền thoại tản nhiệt","NH-D15 trên i9-14900K non-OC: max 88°C. Yên lặng đến mức nghe nhạc không cần headphone.","[""Silent"",""AIO 280 equivalent"",""6yr warranty""]","[""Massive 165mm"",""Heavy 1.3kg""]","true","2024-10-01"
"rv-bulk-34-0","cpu-i5-14400f","user-rv-bulk-34-0","Diệu Linh","4","Rất hài lòng","Sản phẩm chất lượng, đúng như mô tả. Giao hàng nhanh. Sẽ ủng hộ tiếp.","[""Chất lượng tốt"",""Đúng mô tả"",""Ship nhanh""]","[]","true","2024-09-15"
"rv-bulk-34-1","cpu-i5-14400f","user-rv-bulk-34-1","Hà My","5","Đáng đồng tiền","Hiệu năng xứng đáng với giá tiền. Chạy ổn định, không lỗi vặt.","[""Giá/hiệu năng tốt"",""Ổn định""]","[""Hộp hơi xấu""]","true","2024-05-01"
"rv-bulk-34-2","cpu-i5-14400f","user-rv-bulk-34-2","Khánh Linh","4","Recommend cho mọi người","Đã giới thiệu cho 3 người bạn mua cùng sản phẩm. Ai cũng hài lòng.","[""Tin cậy"",""Recommend""]","[]","true","2024-01-15"
"rv-bulk-34-3","cpu-i5-14400f","user-rv-bulk-34-3","Lan Anh","5","5 sao xứng đáng","Dùng 3 tháng, hoạt động perfect. Không có gì phải phàn nàn.","[""Bền bỉ"",""Hoạt động tốt""]","[]","true","2024-06-22"
"rv-bulk-34-4","cpu-i5-14400f","user-rv-bulk-34-4","Mai Phương","4","Upgrade đáng giá","Nâng cấp từ đời cũ lên sản phẩm này: khác biệt rõ rệt. Worth it.","[""Upgrade đáng giá"",""Hiệu năng tăng""]","[""Giá hơi cao""]","true","2024-05-20"
"rv-bulk-34-5","cpu-i5-14400f","user-rv-bulk-34-5","Ngọc Hân","5","Build quality tốt","Chất lượng build tốt, packaging cẩn thận. Warranty card đầy đủ.","[""Build quality"",""Packaging tốt"",""Warranty""]","[]","true","2024-10-15"
"rv-bulk-34-6","cpu-i5-14400f","user-rv-bulk-34-6","Phương Thảo","4","Chạy mát, yên tĩnh","Nhiệt độ hoạt động tốt, không ồn. Phù hợp cho build silent.","[""Chạy mát"",""Yên tĩnh""]","[]","true","2024-11-01"
"rv-bulk-34-7","cpu-i5-14400f","user-rv-bulk-34-7","Quỳnh Anh","5","Gaming mượt mà","Chơi game mượt mà, FPS ổn định, không drop frame. Rất hài lòng.","[""FPS ổn định"",""Mượt mà""]","[]","true","2024-06-15"
"rv-bulk-34-8","cpu-i5-14400f","user-rv-bulk-34-8","Thu Hà","4","Phục vụ công việc tốt","Dùng cho công việc hàng ngày: nhanh, ổn định, không lag.","[""Công việc OK"",""Nhanh"",""Ổn định""]","[]","true","2024-08-20"
"rv-bulk-34-9","cpu-i5-14400f","user-rv-bulk-34-9","Uyên Nhi","5","Hàng chính hãng, yên tâm","Hàng chính hãng, tem nhãn đầy đủ. Bảo hành rõ ràng. Mua ở đây yên tâm.","[""Chính hãng"",""Bảo hành"",""Tin cậy""]","[]","true","2024-07-20"
"rv-bulk-35-0","cpu-r7-7800x3d","user-rv-bulk-35-0","Hà My","4","Rất hài lòng","Sản phẩm chất lượng, đúng như mô tả. Giao hàng nhanh. Sẽ ủng hộ tiếp.","[""Chất lượng tốt"",""Đúng mô tả"",""Ship nhanh""]","[]","true","2024-11-01"
"rv-bulk-35-1","cpu-r7-7800x3d","user-rv-bulk-35-1","Khánh Linh","5","Đáng đồng tiền","Hiệu năng xứng đáng với giá tiền. Chạy ổn định, không lỗi vặt.","[""Giá/hiệu năng tốt"",""Ổn định""]","[""Hộp hơi xấu""]","true","2024-06-01"
"rv-bulk-35-2","cpu-r7-7800x3d","user-rv-bulk-35-2","Lan Anh","4","Recommend cho mọi người","Đã giới thiệu cho 3 người bạn mua cùng sản phẩm. Ai cũng hài lòng.","[""Tin cậy"",""Recommend""]","[]","true","2024-10-22"
"rv-bulk-35-3","cpu-r7-7800x3d","user-rv-bulk-35-3","Mai Phương","5","5 sao xứng đáng","Dùng 3 tháng, hoạt động perfect. Không có gì phải phàn nàn.","[""Bền bỉ"",""Hoạt động tốt""]","[]","true","2024-08-12"
"rv-bulk-35-4","cpu-r7-7800x3d","user-rv-bulk-35-4","Ngọc Hân","4","Upgrade đáng giá","Nâng cấp từ đời cũ lên sản phẩm này: khác biệt rõ rệt. Worth it.","[""Upgrade đáng giá"",""Hiệu năng tăng""]","[""Giá hơi cao""]","true","2024-03-25"
"rv-bulk-35-5","cpu-r7-7800x3d","user-rv-bulk-35-5","Phương Thảo","5","Build quality tốt","Chất lượng build tốt, packaging cẩn thận. Warranty card đầy đủ.","[""Build quality"",""Packaging tốt"",""Warranty""]","[]","true","2024-05-20"
"rv-bulk-35-6","cpu-r7-7800x3d","user-rv-bulk-35-6","Quỳnh Anh","4","Chạy mát, yên tĩnh","Nhiệt độ hoạt động tốt, không ồn. Phù hợp cho build silent.","[""Chạy mát"",""Yên tĩnh""]","[]","true","2024-10-22"
"rv-bulk-35-7","cpu-r7-7800x3d","user-rv-bulk-35-7","Thu Hà","5","Gaming mượt mà","Chơi game mượt mà, FPS ổn định, không drop frame. Rất hài lòng.","[""FPS ổn định"",""Mượt mà""]","[]","true","2024-02-14"
"rv-bulk-35-8","cpu-r7-7800x3d","user-rv-bulk-35-8","Uyên Nhi","4","Phục vụ công việc tốt","Dùng cho công việc hàng ngày: nhanh, ổn định, không lag.","[""Công việc OK"",""Nhanh"",""Ổn định""]","[]","true","2024-08-12"
"rv-bulk-35-9","cpu-r7-7800x3d","user-rv-bulk-35-9","Yến Nhi","5","Hàng chính hãng, yên tâm","Hàng chính hãng, tem nhãn đầy đủ. Bảo hành rõ ràng. Mua ở đây yên tâm.","[""Chính hãng"",""Bảo hành"",""Tin cậy""]","[]","true","2024-05-12"
"rv-bulk-36-0","cpu-i5-12400f","user-rv-bulk-36-0","Khánh Linh","4","Rất hài lòng","Sản phẩm chất lượng, đúng như mô tả. Giao hàng nhanh. Sẽ ủng hộ tiếp.","[""Chất lượng tốt"",""Đúng mô tả"",""Ship nhanh""]","[]","true","2024-11-01"
"rv-bulk-36-1","cpu-i5-12400f","user-rv-bulk-36-1","Lan Anh","5","Đáng đồng tiền","Hiệu năng xứng đáng với giá tiền. Chạy ổn định, không lỗi vặt.","[""Giá/hiệu năng tốt"",""Ổn định""]","[""Hộp hơi xấu""]","true","2024-09-15"
"rv-bulk-36-2","cpu-i5-12400f","user-rv-bulk-36-2","Mai Phương","4","Recommend cho mọi người","Đã giới thiệu cho 3 người bạn mua cùng sản phẩm. Ai cũng hài lòng.","[""Tin cậy"",""Recommend""]","[]","true","2024-02-14"
"rv-bulk-36-3","cpu-i5-12400f","user-rv-bulk-36-3","Ngọc Hân","5","5 sao xứng đáng","Dùng 3 tháng, hoạt động perfect. Không có gì phải phàn nàn.","[""Bền bỉ"",""Hoạt động tốt""]","[]","true","2024-10-01"
"rv-bulk-36-4","cpu-i5-12400f","user-rv-bulk-36-4","Phương Thảo","4","Upgrade đáng giá","Nâng cấp từ đời cũ lên sản phẩm này: khác biệt rõ rệt. Worth it.","[""Upgrade đáng giá"",""Hiệu năng tăng""]","[""Giá hơi cao""]","true","2024-06-22"
"rv-bulk-36-5","cpu-i5-12400f","user-rv-bulk-36-5","Quỳnh Anh","5","Build quality tốt","Chất lượng build tốt, packaging cẩn thận. Warranty card đầy đủ.","[""Build quality"",""Packaging tốt"",""Warranty""]","[]","true","2024-02-28"
"rv-bulk-36-6","cpu-i5-12400f","user-rv-bulk-36-6","Thu Hà","4","Chạy mát, yên tĩnh","Nhiệt độ hoạt động tốt, không ồn. Phù hợp cho build silent.","[""Chạy mát"",""Yên tĩnh""]","[]","true","2024-05-20"
"rv-bulk-36-7","cpu-i5-12400f","user-rv-bulk-36-7","Uyên Nhi","5","Gaming mượt mà","Chơi game mượt mà, FPS ổn định, không drop frame. Rất hài lòng.","[""FPS ổn định"",""Mượt mà""]","[]","true","2024-06-22"
"rv-bulk-36-8","cpu-i5-12400f","user-rv-bulk-36-8","Yến Nhi","4","Phục vụ công việc tốt","Dùng cho công việc hàng ngày: nhanh, ổn định, không lag.","[""Công việc OK"",""Nhanh"",""Ổn định""]","[]","true","2024-11-01"
"rv-bulk-36-9","cpu-i5-12400f","user-rv-bulk-36-9","Thanh Tâm","5","Hàng chính hãng, yên tâm","Hàng chính hãng, tem nhãn đầy đủ. Bảo hành rõ ràng. Mua ở đây yên tâm.","[""Chính hãng"",""Bảo hành"",""Tin cậy""]","[]","true","2024-06-01"
"rv-bulk-37-0","cpu-r5-5600","user-rv-bulk-37-0","Lan Anh","4","Rất hài lòng","Sản phẩm chất lượng, đúng như mô tả. Giao hàng nhanh. Sẽ ủng hộ tiếp.","[""Chất lượng tốt"",""Đúng mô tả"",""Ship nhanh""]","[]","true","2024-01-22"
"rv-bulk-37-1","cpu-r5-5600","user-rv-bulk-37-1","Mai Phương","5","Đáng đồng tiền","Hiệu năng xứng đáng với giá tiền. Chạy ổn định, không lỗi vặt.","[""Giá/hiệu năng tốt"",""Ổn định""]","[""Hộp hơi xấu""]","true","2024-02-14"
"rv-bulk-37-2","cpu-r5-5600","user-rv-bulk-37-2","Ngọc Hân","4","Recommend cho mọi người","Đã giới thiệu cho 3 người bạn mua cùng sản phẩm. Ai cũng hài lòng.","[""Tin cậy"",""Recommend""]","[]","true","2024-04-15"
"rv-bulk-37-3","cpu-r5-5600","user-rv-bulk-37-3","Phương Thảo","5","5 sao xứng đáng","Dùng 3 tháng, hoạt động perfect. Không có gì phải phàn nàn.","[""Bền bỉ"",""Hoạt động tốt""]","[]","true","2024-03-25"
"rv-bulk-37-4","cpu-r5-5600","user-rv-bulk-37-4","Quỳnh Anh","4","Upgrade đáng giá","Nâng cấp từ đời cũ lên sản phẩm này: khác biệt rõ rệt. Worth it.","[""Upgrade đáng giá"",""Hiệu năng tăng""]","[""Giá hơi cao""]","true","2024-10-15"
"rv-bulk-37-5","cpu-r5-5600","user-rv-bulk-37-5","Thu Hà","5","Build quality tốt","Chất lượng build tốt, packaging cẩn thận. Warranty card đầy đủ.","[""Build quality"",""Packaging tốt"",""Warranty""]","[]","true","2024-02-14"
"rv-bulk-37-6","cpu-r5-5600","user-rv-bulk-37-6","Uyên Nhi","4","Chạy mát, yên tĩnh","Nhiệt độ hoạt động tốt, không ồn. Phù hợp cho build silent.","[""Chạy mát"",""Yên tĩnh""]","[]","true","2024-08-20"
"rv-bulk-37-7","cpu-r5-5600","user-rv-bulk-37-7","Yến Nhi","5","Gaming mượt mà","Chơi game mượt mà, FPS ổn định, không drop frame. Rất hài lòng.","[""FPS ổn định"",""Mượt mà""]","[]","true","2024-04-02"
"rv-bulk-37-8","cpu-r5-5600","user-rv-bulk-37-8","Thanh Tâm","4","Phục vụ công việc tốt","Dùng cho công việc hàng ngày: nhanh, ổn định, không lag.","[""Công việc OK"",""Nhanh"",""Ổn định""]","[]","true","2024-10-15"
"rv-bulk-37-9","cpu-r5-5600","user-rv-bulk-37-9","Minh Châu","5","Hàng chính hãng, yên tâm","Hàng chính hãng, tem nhãn đầy đủ. Bảo hành rõ ràng. Mua ở đây yên tâm.","[""Chính hãng"",""Bảo hành"",""Tin cậy""]","[]","true","2024-11-01"
"rv-bulk-38-0","cpu-i7-14700k","user-rv-bulk-38-0","Mai Phương","4","Rất hài lòng","Sản phẩm chất lượng, đúng như mô tả. Giao hàng nhanh. Sẽ ủng hộ tiếp.","[""Chất lượng tốt"",""Đúng mô tả"",""Ship nhanh""]","[]","true","2024-06-01"
"rv-bulk-38-1","cpu-i7-14700k","user-rv-bulk-38-1","Ngọc Hân","5","Đáng đồng tiền","Hiệu năng xứng đáng với giá tiền. Chạy ổn định, không lỗi vặt.","[""Giá/hiệu năng tốt"",""Ổn định""]","[""Hộp hơi xấu""]","true","2024-10-01"
"rv-bulk-38-2","cpu-i7-14700k","user-rv-bulk-38-2","Phương Thảo","4","Recommend cho mọi người","Đã giới thiệu cho 3 người bạn mua cùng sản phẩm. Ai cũng hài lòng.","[""Tin cậy"",""Recommend""]","[]","true","2024-09-01"
"rv-bulk-38-3","cpu-i7-14700k","user-rv-bulk-38-3","Quỳnh Anh","5","5 sao xứng đáng","Dùng 3 tháng, hoạt động perfect. Không có gì phải phàn nàn.","[""Bền bỉ"",""Hoạt động tốt""]","[]","true","2024-02-03"
"rv-bulk-38-4","cpu-i7-14700k","user-rv-bulk-38-4","Thu Hà","4","Upgrade đáng giá","Nâng cấp từ đời cũ lên sản phẩm này: khác biệt rõ rệt. Worth it.","[""Upgrade đáng giá"",""Hiệu năng tăng""]","[""Giá hơi cao""]","true","2024-02-03"
"rv-bulk-38-5","cpu-i7-14700k","user-rv-bulk-38-5","Uyên Nhi","5","Build quality tốt","Chất lượng build tốt, packaging cẩn thận. Warranty card đầy đủ.","[""Build quality"",""Packaging tốt"",""Warranty""]","[]","true","2024-09-15"
"rv-bulk-38-6","cpu-i7-14700k","user-rv-bulk-38-6","Yến Nhi","4","Chạy mát, yên tĩnh","Nhiệt độ hoạt động tốt, không ồn. Phù hợp cho build silent.","[""Chạy mát"",""Yên tĩnh""]","[]","true","2024-09-01"
"rv-bulk-38-7","cpu-i7-14700k","user-rv-bulk-38-7","Thanh Tâm","5","Gaming mượt mà","Chơi game mượt mà, FPS ổn định, không drop frame. Rất hài lòng.","[""FPS ổn định"",""Mượt mà""]","[]","true","2024-04-02"
"rv-bulk-38-8","cpu-i7-14700k","user-rv-bulk-38-8","Minh Châu","4","Phục vụ công việc tốt","Dùng cho công việc hàng ngày: nhanh, ổn định, không lag.","[""Công việc OK"",""Nhanh"",""Ổn định""]","[]","true","2024-02-14"
"rv-bulk-38-9","cpu-i7-14700k","user-rv-bulk-38-9","Hạnh Nguyên","5","Hàng chính hãng, yên tâm","Hàng chính hãng, tem nhãn đầy đủ. Bảo hành rõ ràng. Mua ở đây yên tâm.","[""Chính hãng"",""Bảo hành"",""Tin cậy""]","[]","true","2024-10-15"
"rv-bulk-39-0","gpu-rtx4060","user-rv-bulk-39-0","Ngọc Hân","4","Rất hài lòng","Sản phẩm chất lượng, đúng như mô tả. Giao hàng nhanh. Sẽ ủng hộ tiếp.","[""Chất lượng tốt"",""Đúng mô tả"",""Ship nhanh""]","[]","true","2024-09-22"
"rv-bulk-39-1","gpu-rtx4060","user-rv-bulk-39-1","Phương Thảo","5","Đáng đồng tiền","Hiệu năng xứng đáng với giá tiền. Chạy ổn định, không lỗi vặt.","[""Giá/hiệu năng tốt"",""Ổn định""]","[""Hộp hơi xấu""]","true","2024-02-14"
"rv-bulk-39-2","gpu-rtx4060","user-rv-bulk-39-2","Quỳnh Anh","4","Recommend cho mọi người","Đã giới thiệu cho 3 người bạn mua cùng sản phẩm. Ai cũng hài lòng.","[""Tin cậy"",""Recommend""]","[]","true","2024-01-15"
"rv-bulk-39-3","gpu-rtx4060","user-rv-bulk-39-3","Thu Hà","5","5 sao xứng đáng","Dùng 3 tháng, hoạt động perfect. Không có gì phải phàn nàn.","[""Bền bỉ"",""Hoạt động tốt""]","[]","true","2024-11-01"
"rv-bulk-39-4","gpu-rtx4060","user-rv-bulk-39-4","Uyên Nhi","4","Upgrade đáng giá","Nâng cấp từ đời cũ lên sản phẩm này: khác biệt rõ rệt. Worth it.","[""Upgrade đáng giá"",""Hiệu năng tăng""]","[""Giá hơi cao""]","true","2024-08-12"
"rv-bulk-39-5","gpu-rtx4060","user-rv-bulk-39-5","Yến Nhi","5","Build quality tốt","Chất lượng build tốt, packaging cẩn thận. Warranty card đầy đủ.","[""Build quality"",""Packaging tốt"",""Warranty""]","[]","true","2024-02-14"
"rv-bulk-39-6","gpu-rtx4060","user-rv-bulk-39-6","Thanh Tâm","4","Chạy mát, yên tĩnh","Nhiệt độ hoạt động tốt, không ồn. Phù hợp cho build silent.","[""Chạy mát"",""Yên tĩnh""]","[]","true","2024-04-22"
"rv-bulk-39-7","gpu-rtx4060","user-rv-bulk-39-7","Minh Châu","5","Gaming mượt mà","Chơi game mượt mà, FPS ổn định, không drop frame. Rất hài lòng.","[""FPS ổn định"",""Mượt mà""]","[]","true","2024-06-22"
"rv-bulk-39-8","gpu-rtx4060","user-rv-bulk-39-8","Hạnh Nguyên","4","Phục vụ công việc tốt","Dùng cho công việc hàng ngày: nhanh, ổn định, không lag.","[""Công việc OK"",""Nhanh"",""Ổn định""]","[]","true","2024-02-28"
"rv-bulk-39-9","gpu-rtx4060","user-rv-bulk-39-9","Anh Dũng","5","Hàng chính hãng, yên tâm","Hàng chính hãng, tem nhãn đầy đủ. Bảo hành rõ ràng. Mua ở đây yên tâm.","[""Chính hãng"",""Bảo hành"",""Tin cậy""]","[]","true","2024-07-01"
"rv-bulk-40-0","gpu-rtx4070s","user-rv-bulk-40-0","Phương Thảo","4","Rất hài lòng","Sản phẩm chất lượng, đúng như mô tả. Giao hàng nhanh. Sẽ ủng hộ tiếp.","[""Chất lượng tốt"",""Đúng mô tả"",""Ship nhanh""]","[]","true","2024-02-14"
"rv-bulk-40-1","gpu-rtx4070s","user-rv-bulk-40-1","Quỳnh Anh","5","Đáng đồng tiền","Hiệu năng xứng đáng với giá tiền. Chạy ổn định, không lỗi vặt.","[""Giá/hiệu năng tốt"",""Ổn định""]","[""Hộp hơi xấu""]","true","2024-03-25"
"rv-bulk-40-2","gpu-rtx4070s","user-rv-bulk-40-2","Thu Hà","4","Recommend cho mọi người","Đã giới thiệu cho 3 người bạn mua cùng sản phẩm. Ai cũng hài lòng.","[""Tin cậy"",""Recommend""]","[]","true","2024-06-15"
"rv-bulk-40-3","gpu-rtx4070s","user-rv-bulk-40-3","Uyên Nhi","5","5 sao xứng đáng","Dùng 3 tháng, hoạt động perfect. Không có gì phải phàn nàn.","[""Bền bỉ"",""Hoạt động tốt""]","[]","true","2024-05-01"
"rv-bulk-40-4","gpu-rtx4070s","user-rv-bulk-40-4","Yến Nhi","4","Upgrade đáng giá","Nâng cấp từ đời cũ lên sản phẩm này: khác biệt rõ rệt. Worth it.","[""Upgrade đáng giá"",""Hiệu năng tăng""]","[""Giá hơi cao""]","true","2024-10-15"
"rv-bulk-40-5","gpu-rtx4070s","user-rv-bulk-40-5","Thanh Tâm","5","Build quality tốt","Chất lượng build tốt, packaging cẩn thận. Warranty card đầy đủ.","[""Build quality"",""Packaging tốt"",""Warranty""]","[]","true","2024-07-10"
"rv-bulk-40-6","gpu-rtx4070s","user-rv-bulk-40-6","Minh Châu","4","Chạy mát, yên tĩnh","Nhiệt độ hoạt động tốt, không ồn. Phù hợp cho build silent.","[""Chạy mát"",""Yên tĩnh""]","[]","true","2024-05-12"
"rv-bulk-40-7","gpu-rtx4070s","user-rv-bulk-40-7","Hạnh Nguyên","5","Gaming mượt mà","Chơi game mượt mà, FPS ổn định, không drop frame. Rất hài lòng.","[""FPS ổn định"",""Mượt mà""]","[]","true","2024-01-15"
"rv-bulk-40-8","gpu-rtx4070s","user-rv-bulk-40-8","Anh Dũng","4","Phục vụ công việc tốt","Dùng cho công việc hàng ngày: nhanh, ổn định, không lag.","[""Công việc OK"",""Nhanh"",""Ổn định""]","[]","true","2024-04-02"
"rv-bulk-40-9","gpu-rtx4070s","user-rv-bulk-40-9","Bảo Long","5","Hàng chính hãng, yên tâm","Hàng chính hãng, tem nhãn đầy đủ. Bảo hành rõ ràng. Mua ở đây yên tâm.","[""Chính hãng"",""Bảo hành"",""Tin cậy""]","[]","true","2024-05-01"
"rv-bulk-41-0","gpu-rtx4070tis","user-rv-bulk-41-0","Quỳnh Anh","4","Rất hài lòng","Sản phẩm chất lượng, đúng như mô tả. Giao hàng nhanh. Sẽ ủng hộ tiếp.","[""Chất lượng tốt"",""Đúng mô tả"",""Ship nhanh""]","[]","true","2024-06-22"
"rv-bulk-41-1","gpu-rtx4070tis","user-rv-bulk-41-1","Thu Hà","5","Đáng đồng tiền","Hiệu năng xứng đáng với giá tiền. Chạy ổn định, không lỗi vặt.","[""Giá/hiệu năng tốt"",""Ổn định""]","[""Hộp hơi xấu""]","true","2024-04-02"
"rv-bulk-41-2","gpu-rtx4070tis","user-rv-bulk-41-2","Uyên Nhi","4","Recommend cho mọi người","Đã giới thiệu cho 3 người bạn mua cùng sản phẩm. Ai cũng hài lòng.","[""Tin cậy"",""Recommend""]","[]","true","2024-05-12"
"rv-bulk-41-3","gpu-rtx4070tis","user-rv-bulk-41-3","Yến Nhi","5","5 sao xứng đáng","Dùng 3 tháng, hoạt động perfect. Không có gì phải phàn nàn.","[""Bền bỉ"",""Hoạt động tốt""]","[]","true","2024-04-15"
"rv-bulk-41-4","gpu-rtx4070tis","user-rv-bulk-41-4","Thanh Tâm","4","Upgrade đáng giá","Nâng cấp từ đời cũ lên sản phẩm này: khác biệt rõ rệt. Worth it.","[""Upgrade đáng giá"",""Hiệu năng tăng""]","[""Giá hơi cao""]","true","2024-06-01"
"rv-bulk-41-5","gpu-rtx4070tis","user-rv-bulk-41-5","Minh Châu","5","Build quality tốt","Chất lượng build tốt, packaging cẩn thận. Warranty card đầy đủ.","[""Build quality"",""Packaging tốt"",""Warranty""]","[]","true","2024-08-20"
"rv-bulk-41-6","gpu-rtx4070tis","user-rv-bulk-41-6","Hạnh Nguyên","4","Chạy mát, yên tĩnh","Nhiệt độ hoạt động tốt, không ồn. Phù hợp cho build silent.","[""Chạy mát"",""Yên tĩnh""]","[]","true","2024-04-22"
"rv-bulk-41-7","gpu-rtx4070tis","user-rv-bulk-41-7","Anh Dũng","5","Gaming mượt mà","Chơi game mượt mà, FPS ổn định, không drop frame. Rất hài lòng.","[""FPS ổn định"",""Mượt mà""]","[]","true","2024-02-14"
"rv-bulk-41-8","gpu-rtx4070tis","user-rv-bulk-41-8","Bảo Long","4","Phục vụ công việc tốt","Dùng cho công việc hàng ngày: nhanh, ổn định, không lag.","[""Công việc OK"",""Nhanh"",""Ổn định""]","[]","true","2024-10-01"
"rv-bulk-41-9","gpu-rtx4070tis","user-rv-bulk-41-9","Công Minh","5","Hàng chính hãng, yên tâm","Hàng chính hãng, tem nhãn đầy đủ. Bảo hành rõ ràng. Mua ở đây yên tâm.","[""Chính hãng"",""Bảo hành"",""Tin cậy""]","[]","true","2024-07-01"
"rv-bulk-42-0","gpu-rtx4080s","user-rv-bulk-42-0","Thu Hà","4","Rất hài lòng","Sản phẩm chất lượng, đúng như mô tả. Giao hàng nhanh. Sẽ ủng hộ tiếp.","[""Chất lượng tốt"",""Đúng mô tả"",""Ship nhanh""]","[]","true","2024-07-01"
"rv-bulk-42-1","gpu-rtx4080s","user-rv-bulk-42-1","Uyên Nhi","5","Đáng đồng tiền","Hiệu năng xứng đáng với giá tiền. Chạy ổn định, không lỗi vặt.","[""Giá/hiệu năng tốt"",""Ổn định""]","[""Hộp hơi xấu""]","true","2024-05-20"
"rv-bulk-42-2","gpu-rtx4080s","user-rv-bulk-42-2","Yến Nhi","4","Recommend cho mọi người","Đã giới thiệu cho 3 người bạn mua cùng sản phẩm. Ai cũng hài lòng.","[""Tin cậy"",""Recommend""]","[]","true","2024-09-22"
"rv-bulk-42-3","gpu-rtx4080s","user-rv-bulk-42-3","Thanh Tâm","5","5 sao xứng đáng","Dùng 3 tháng, hoạt động perfect. Không có gì phải phàn nàn.","[""Bền bỉ"",""Hoạt động tốt""]","[]","true","2024-07-20"
"rv-bulk-42-4","gpu-rtx4080s","user-rv-bulk-42-4","Minh Châu","4","Upgrade đáng giá","Nâng cấp từ đời cũ lên sản phẩm này: khác biệt rõ rệt. Worth it.","[""Upgrade đáng giá"",""Hiệu năng tăng""]","[""Giá hơi cao""]","true","2024-05-20"
"rv-bulk-42-5","gpu-rtx4080s","user-rv-bulk-42-5","Hạnh Nguyên","5","Build quality tốt","Chất lượng build tốt, packaging cẩn thận. Warranty card đầy đủ.","[""Build quality"",""Packaging tốt"",""Warranty""]","[]","true","2024-03-05"
"rv-bulk-42-6","gpu-rtx4080s","user-rv-bulk-42-6","Anh Dũng","4","Chạy mát, yên tĩnh","Nhiệt độ hoạt động tốt, không ồn. Phù hợp cho build silent.","[""Chạy mát"",""Yên tĩnh""]","[]","true","2024-02-28"
"rv-bulk-42-7","gpu-rtx4080s","user-rv-bulk-42-7","Bảo Long","5","Gaming mượt mà","Chơi game mượt mà, FPS ổn định, không drop frame. Rất hài lòng.","[""FPS ổn định"",""Mượt mà""]","[]","true","2024-06-22"
"rv-bulk-42-8","gpu-rtx4080s","user-rv-bulk-42-8","Công Minh","4","Phục vụ công việc tốt","Dùng cho công việc hàng ngày: nhanh, ổn định, không lag.","[""Công việc OK"",""Nhanh"",""Ổn định""]","[]","true","2024-05-01"
"rv-bulk-42-9","gpu-rtx4080s","user-rv-bulk-42-9","Đức Anh","5","Hàng chính hãng, yên tâm","Hàng chính hãng, tem nhãn đầy đủ. Bảo hành rõ ràng. Mua ở đây yên tâm.","[""Chính hãng"",""Bảo hành"",""Tin cậy""]","[]","true","2024-08-12"
